name,description,founded_year,funding_total_usd,funding_stage,founders,investors,categories,city,region,country,sector,website,linkedin_url,crunchbase_url,source_url,extraction_date,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Datadrive,Datadrive connects your car to your mobile and offers a marketplace for car related services.,2022,,undisclosed,Guðmundur Grétar Sigurðsson|Höskuldur Þór Arason|Ingi Bjorn Sigurdsson|Thórólfur Gunnarsson,Klappir Green Solutions,Mobility|Fleet Management|AI,,,United States,"""AI-Driven Fleet Scheduling and Dispatch Solutions""",https://www.datadrive.is,https://www.linkedin.com/company/datadrive---we-connect-cars,https://www.crunchbase.com/organization/datadrive,https://www.ddrive.tech/,2025-07-23 19:52:12.909554,3.2,15.0,3.8,40,unknown,0.85,3.9,3.7,0.8,3.5
Quris,Quris provides an artificial intelligence platform that predicts which drug candidates will safely work in humans.,2019,37000000.0,seed,Robert Langer|Aaron Ciechanover|Isaac Bentwich|Yossi Haran,Softbank Vision Fund|Iangels|Fusion|Welltech Ventures|Glenrock Israel,AI|Pharma|Machine Learning,Boston,Massachusetts,United States,"""AI-Driven Drug Safety Prediction Technology""",https://www.quris.ai/,https://www.linkedin.com/company/quris-ai/,https://www.crunchbase.com/organization/quris-technologies,https://www.quris.ai/,2025-07-23 19:52:22.906655,0.5,40.0,4.0,10,early,0.85,4.2,3.8,0.3,3.8
Dyad Medical,Dyad Medical develops software that automatically analyzes the content of cardiac and cardiovascular images.,2018,3500000.0,seed,Annette Shalev|Ronny Shalev,Masschallenge|Social Starts|The Unofficial Syndicate,Healthcare AI|Medical Imaging,,,United States,"""AI-Driven Medical Imaging Analysis Software""",https://www.dyadmed.com,https://www.linkedin.com/company/dyad-medical/,https://www.crunchbase.com/organization/dyad-medical,https://dyadmed.com/,2025-07-23 19:52:36.450967,2.5,15.0,4.5,15,unknown,0.85,4.8,4.2,1.5,4.5
Liquid AI,Build efficient general-purpose AI at every scale.,2023,293200000.0,series_a,Alexander Amini|Daniela Rus|Mathias Lechner|Ramin Hasani,Automattic|Safar Partners|Samsung Next|Isai|Bold Capital Partners,AI|Machine Learning,Boston,Massachusetts,United States,"""General-Purpose AI Systems Development and Deployment""",http://liquid.ai,https://www.linkedin.com/company/liquid-ai-inc,https://www.crunchbase.com/organization/liquid-ai,https://cap.csail.mit.edu/load-modal/4185,2025-07-23 19:52:49.829893,11.0,35.0,4.5,40,growth,0.85,4.7,4.3,3.5,4.6
Hour25 AI,"Build reliance to (the negative effects of) addictive technologies, Saas, B2B",2022,425000.0,pre_seed,Amir Raskin|Yair Nativ,,AI|Education|Mental Health,,,United States,"""AI-Driven Academic Performance Enhancement Solutions""",https://www.hour25.ai,https://www.linkedin.com/company/hour25-ai,https://www.crunchbase.com/organization/hour25-ai,https://www.hour25.ai/,2025-07-23 19:53:10.144434,3.5,20.0,4.0,15,growth,0.85,4.2,3.8,1.2,3.8
Mediate,Mediate is a company that can help people resolve disputes in business or in their personal lives.,2017,,,Cagri Hakan Zaman,,Computer Vision|Augmented Reality,Boston,Massachusetts,United States,"""Augmented Reality Computer Vision Solutions for Productivity""",http://www.mediate.co.uk,http://www.linkedin.com/company/in-place-of-strife,https://www.crunchbase.com/organization/mediate,https://www.mediate.tech/,2025-07-23 19:53:24.851601,1.2,35.0,4.0,40,growth,0.85,3.8,4.2,0.8,4.1
Easy Text AI,Helping all of us understand what we read.,2020,,,John Rochford,,NLP|Accessibility,Worcester,Massachusetts,United States,"""AI-Driven Accessibility Solutions for Text Comprehension""",http://EasyText.AI,https://johnrochford.com,https://www.crunchbase.com/organization/easy-text-ai,https://easytext.ai/,2025-07-23 19:53:40.356787,0.8,18.0,4.0,12,growth,0.85,4.2,3.8,0.3,3.8
Chooch,Teaching computers what to see.,2015,22950000.0,series_a,Emrah Gultekin|E. Bora Uygun|Hakan Gultekin,Alumni Ventures|Angellist|Streamlined Ventures|Vickers Venture Partners|212,computer vision|AI,,,United States,"""AI-Driven Computer Vision Solutions for Enterprises""",https://www.chooch.com/,https://www.linkedin.com/company/chooch-ai/,https://www.crunchbase.com/organization/chooch-intelligence-technologies-co,https://techcrunch.com/2020/11/16/computer-vision-startup-chooch-ai-scores-20m-series-a/,2025-07-23 19:53:56.667194,1.5,20.0,4.0,15,growth,0.85,4.2,4.0,0.5,3.5
Cogniac,Cogniac is a SaaS-based computer vision platform.,2015,30050000.0,series_b,Chuck Myers|Amy Wang|Bill Kish,Plug And Play|Cisco Investments|Autotech Ventures|Shield Capital|Wing Venture Capital,computer vision|AI|automation,San Jose,California,United States,"""AI-Driven Computer Vision for Task Automation""",http://www.cogniac.ai,https://www.linkedin.com/company/cogniac-corporation/,https://www.crunchbase.com/organization/cogniac,https://venturebeat.com/business/computer-vision-platform-cogniac-nabs-20m-to-bolster-its-customer-acquisition-efforts/,2025-07-23 19:54:07.669487,1.2,35.0,3.8,15,growth,0.85,3.5,3.0,0.5,3.5
Roboflow,Roboflow is a developer tool for building computer vision models faster and more accurately.,2019,59864997.0,series_b,Brad Dwyer|Joseph Nelson,Y Combinator|Craft Ventures|Quiet Capital|Guillermo Rauch|Google Ventures,computer vision|AI|machine learning,Des Moines,Iowa,United States,"""AI-Driven Computer Vision Development Tools""",https://roboflow.com/,https://www.linkedin.com/company/roboflow-ai/,https://www.crunchbase.com/organization/roboflow,https://venturebeat.com/business/computer-vision-dev-platform-roboflow-raises-20m/,2025-07-23 19:54:18.939112,3.5,15.0,4.5,20,unknown,0.85,4.8,4.2,1.5,4.5
Invisible AI,"Invisible AI develops a visual intelligence platform to improve quality, productivity, and safety in manufacturing industries.",2018,12600000.0,series_a,Eric Danziger|Prateek Sachdeva,8Vc|Slow Ventures|Sierra Ventures|Fm Capital|Irobot,computer vision|manufacturing|AI,San Francisco,California,United States,"""AI-Driven Computer Vision for Industrial Safety Monitoring""",https://www.invisible.ai,https://www.linkedin.com/company/invisibleai,https://www.crunchbase.com/organization/invisible-ai,https://techcrunch.com/2020/05/06/invisible-ai-uses-computer-vision-to-help-but-hopefully-not-nag-assembly-line-workers/,2025-07-23 19:54:31.991623,1.2,25.0,3.8,15,growth,0.85,3.9,3.5,0.8,3.7
Deep North,Deep North is an Analytics and AI company focused on providing insights for the physical world.,2016,33550000.0,series_a,Rohan Sanil|Jinjun Wang,Bossa Invest|Celesta Capital|Conviction Vc|Delta Air Lines|Engage,computer vision|retail technology,Foster City,California,United States,"""AI-Driven Retail Surveillance and Compliance Solutions""",https://www.deepnorth.com,https://www.linkedin.com/company/deepnorth,https://www.crunchbase.com/organization/deep-north,https://venturebeat.com/business/deep-north-which-uses-ai-to-track-people-from-camera-footage-raises-16-7m/,2025-07-23 19:54:43.729854,2.3,20.0,3.8,15,growth,0.85,3.9,3.5,0.8,3.7
Flighty,Flighty offers a new approach to booking air travel; combining the inspirational search tools.,2019,,,James Dutton,,ML|Kubernetes|Data Science,,,United States,"""Machine Learning Operations Deployment Platform""",https://flighty.com,,https://www.crunchbase.com/organization/flighty,https://flighty.ai/,2025-07-23 19:54:55.825083,0.3,35.0,3.5,10,growth,0.85,3.8,3.5,0.5,3.7
Myst AI,Myst AI is a developer of the AI-based data analysis platform intended for electricity demand and supply forecasting.,2018,8000000.0,series_a,Pieter Verhoeven|Titiaan Palazzi,Valo Ventures|Gradient|Third Derivative,AI|Machine Learning|Forecasting,,,United States,"""AI-Driven Time Series Forecasting Solutions""",https://www.myst.ai/,https://www.linkedin.com/company/myst-ai/,https://www.crunchbase.com/organization/myst-ai,https://www.myst.ai/,2025-07-23 19:55:05.615272,0.5,35.0,3.8,10,growth,0.85,4.0,3.5,0.3,3.5
Menten AI,Menten AI develops peptide and protein therapeutics using machine learning and quantum computing.,2018,4005000.0,seed,Hans Melo|Tamas Gorbe|Vikram K. Mulligan,Khosla Ventures|Y Combinator|Uncork Capital|Sahin Boydas|Social Impact Capital,AI|Drug Discovery|Machine Learning,,,United States,"""AI-Driven Drug Discovery for Undruggable Targets""",http://menten.ai/,https://www.linkedin.com/company/menten-ai/,https://www.crunchbase.com/organization/menten-biotechnology-labs-inc,https://www.menten.ai/,2025-07-23 19:55:18.027130,1.5,15.0,4.0,15,unknown,0.85,4.2,4.0,0.5,3.5
Modela Maket,Modela Maket offers model-making materials manufacturing and sales services.,2018,,,,,Machine Learning|Kubernetes,,,United States,"""Kubernetes-Based Machine Learning Operations Solutions""",http://www.modelamaket.com,https://www.linkedin.com/company/modela-maket,https://www.crunchbase.com/organization/modela-maket,https://modela.ai/,2025-07-23 19:55:31.770044,0.3,35.0,3.8,10,growth,0.85,3.5,3.7,0.5,3.6
Enveda Biosciences,Enveda Biosciences is a biotechnology company that provides engineering new drugs from plants.,2019,379900000.0,series_c,Viswa Colluru,Sanofi|Catalio Capital Management|Microsoft|Lux Capital|True Ventures,AI|Drug Discovery|Biotechnology,,,United States,"""AI-Driven Natural Product Drug Discovery Platform""",https://enveda.com,https://www.linkedin.com/company/enveda,https://www.crunchbase.com/organization/enveda-therapeutics,https://www.envedabio.com/,2025-07-23 19:55:44.752543,12.0,10.5,4.0,20,unknown,0.85,4.2,3.8,1.5,3.8
PerceptiLabs,PerceptiLabs has developed a next-generation machine learning tool with a visual modeler that is a GUI for TensorFlow.,2017,2000000.0,seed,Martin Isaksson|Robert Lundberg,Sting|Brightly Ventures,MLOps|Machine Learning,,,United States,"""MLOps Platform for Machine Learning Model Development""",http://www.perceptilabs.com/,https://www.linkedin.com/company/perceptilabs/,https://www.crunchbase.com/organization/perceptilabs,https://www.perceptilabs.com/,2025-07-23 19:55:55.165309,1.2,40.0,4.0,15,early,0.85,4.2,3.8,0.8,3.8
DoNotPay,"DoNotPay uses artificial intelligence to help you fight big corporations, protect your privacy, find hidden money, and beat bureaucracy.",2015,18850000.0,series_b,Joshua Browder,Andreessen Horowitz|Tribe Capital|Founders Fund|Index Ventures|Coatue,Legal Tech|AI,San Francisco,California,United States,"""AI Legal Assistance and Automation Services""",http://DoNotPay.com,https://www.linkedin.com/company/donotpay,https://www.crunchbase.com/organization/donotpay,https://www.bloomberg.com/news/articles/2021-07-30/robo-lawyer-valued-at-210-million-with-backing-from-andreessen,2025-07-23 19:56:23.487330,0.3,20.0,3.5,10,growth,0.85,3.8,3.2,0.15,3.0
Tecton,Tecton provides an enterprise-ready feature store to make machine learning accessible to every company.,2019,92500000.0,series_c,Mike Del Balso|Kevin Stumpf|Jeremy Hermann,Andreessen Horowitz|Sequoia Capital|Kleiner Perkins|Lux Capital|Sv Angel,Machine Learning|Data Infrastructure,San Francisco,California,United States,"""Operational Machine Learning Platform for Enterprises""",https://tecton.ai/,https://www.linkedin.com/company/tecton-ai/,https://www.crunchbase.com/organization/tecton,https://techcrunch.com/2020/04/28/tecton-ai-emerges-from-stealth-with-20m-series-a-to-build-operational-machine-learning-platform/,2025-07-23 19:56:42.998284,3.5,35.0,4.0,15,early,0.85,4.3,3.8,0.8,3.8
MeetKai,"MeetKai is an AI and metaverse company based in Los Angeles, California.",2018,,,James Kaplan|Weili Dai,,Conversational AI|Metaverse,Los Angeles,California,United States,"""Conversational AI for Virtual Reality Experiences""",http://www.meetkai.com,http://www.linkedin.com/company/meetkai-inc,https://www.crunchbase.com/organization/meetkai,https://venturebeat.com/metaverse/meetkai-launches-ai-powered-metaverse-starting-with-a-billboard-in-times-square/,2025-07-23 19:56:56.575453,0.5,35.0,3.8,10,growth,0.85,3.5,3.2,0.8,3.7
Backbone,"Backbone offers a mobile gaming controller that is cloud-gaming and remote-play compatible, allowing people to play games from anywhere.",2018,22350000.0,series_a,Rob Bailey,Boxgroup|Index Ventures|Sound Ventures|Adjacent|Electric Feel Ventures,AI|Data Management,,,United States,"""AI-Driven Data Integration and Automation Solutions""",https://playbackbone.com/,https://www.linkedin.com/company/playbackbone/,https://www.crunchbase.com/organization/backbone-933b,https://techcrunch.com/2020/03/10/backboneai-scores-4-7m-seed-to-bring-order-to-inter-company-data-sharing/,2025-07-23 19:57:08.247844,0.5,30.0,3.8,10,growth,0.85,4.2,3.7,0.3,3.5
Arena,"Arena accelerates testing, debugging, and optimization for the world’s most advanced hardware.",1973,47000000.0,series_b,Pratap Ranade|Engin Ural|Rob Speare,Founders Fund|Shield Capital|Initialized Capital|Flexport|Garuda Ventures,AI|Decision Making|Predictive Analytics,New York,New York,United States,"""Predictive Analytics for Business Strategy Optimization""",https://arena-ai.com/,https://www.linkedin.com/company/arena-ai/,https://www.crunchbase.com/organization/arena-c37f,https://techcrunch.com/2022/08/02/arena-raises-money-from-peter-thiel-and-david-petraeus-for-its-decision-making-ai/,2025-07-23 19:57:20.435528,0.05,8.0,2.0,5,unknown,0.85,3.0,2.5,0.01,2.5
Mona,"Mona's performance monitoring platform for production AI systems, enabling data and engineer teams to resolve model underperformance issues.",2018,6950000.0,seed,Yotam Oren|Itai Bar Sinai|Nimrod Tamir,Google For Startups|Osage Venture Partners|Telus Global Ventures|Matias Ventures,AI|Data Science,Atlanta,Georgia,United States,"""AI Model Monitoring and Optimization Solutions""",https://www.monalabs.io,https://www.linkedin.com/company/mona-labs,https://www.crunchbase.com/organization/mona-labs,https://atlantastartuppodcast.com/yotam-oren-co-founder-ceo-mona-labs/,2025-07-23 19:58:31.960613,0.3,35.0,3.8,10,growth,0.85,3.9,3.5,0.15,3.5
Humphrey,"Humphrey specializing in the installation of plumbing, fuel oil, process piping and medical gas systems.",2025,,,Perla Humphrey|Adrian Humphrey,,AI|Small Business Solutions,,,United States,"""AI Business Automation Solutions for Small Enterprises""",https://www.humphreyltd.com,https://www.linkedin.com/company/humphrey-company-ltd-,https://www.crunchbase.com/organization/humphrey-d9eb,https://urbangeekz.com/2020/02/meet-mother-son-duo-building-powerful-ai-platform-for-small-businesses/,2025-07-23 19:58:46.045464,3.2,20.1,4.5,40,growth,0.85,4.3,4.0,1.8,4.2
Qualytics,Qualytics helps improve the quality of enterprise decision-making with real-time data surveillance.,2020,15460000.0,series_a,Gorkem Sevinc|Daniel Roche|Eric Simmerman|Stewart Bryson,Rich Family Ventures|Gaingels|Saas Ventures|Conductive Ventures|Inner Loop Capital,AI|Data Quality,Atlanta,Georgia,United States,"""AI-Driven Data Quality Management Solutions""",https://www.qualytics.ai,https://www.linkedin.com/in/gorkemsevinc/,https://www.crunchbase.com/organization/qualytics,https://hypepotamus.com/startup-news/qualytics-seed-round/,2025-07-23 19:58:59.147205,1.2,20.0,4.0,15,growth,0.85,4.2,3.8,0.8,3.8
Steignet,Steignet is an online real estate arbitrage platform.,2017,1300000.0,seed,A.J. Steigman,,AI|Real Estate,,,United States,"""AI-Driven Real Estate Arbitrage Platform""",http://www.steignet.com,https://www.linkedin.com/company/steignet/about/?viewAsMember=true,https://www.crunchbase.com/organization/steignet,https://hypepotamus.com/companies/steignet/,2025-07-23 19:59:15.196393,8.0,10.0,3.8,10,unknown,0.85,3.9,3.2,0.8,3.5
Voxie,Voxie is a conversational AI text marketing company helping businesses connect with and learn from their customers to drive more revenue.,2018,23469520.5,series_unknown,Bogdan Constantin,Noro Moseley Partners|Engage|Circadian Ventures|Tech Square Ventures|David Cummings,AI|Marketing Technology,Atlanta,Georgia,United States,"""AI-Driven Customer Engagement Messaging Platform""",https://www.voxie.com,https://www.linkedin.com/company/voxie,https://www.crunchbase.com/organization/voxie-inc,https://www.voxie.com/blog/atlanta-startup-voxie-helps-understaffed-businesses-now-it-has-25m-to-expand/,2025-07-23 19:59:36.883397,7.2,14.0,3.8,15,unknown,0.85,4.0,3.5,1.2,3.7
Greenzie,Greenzie develops software for autonomous robotic lawn mowers to reduce the labor costs of lawn maintenance.,2018,9251097.0,series_unknown,Charles Brian Quinn|David Cummings,Atlanta Ventures|Techsquare Labs|Bobcat Company|David Cummings|Tom Noonan,Robotics|AI,Atlanta,Georgia,United States,"""Autonomous Robotics for Commercial Landscaping Solutions""",https://greenzie.com,https://www.linkedin.com/company/greenzie/,https://www.crunchbase.com/organization/greenzie,https://hypepotamus.com/news/atlanta-raise-750k-greenzie/,2025-07-23 19:59:47.470966,0.5,15.0,4.0,10,unknown,0.85,4.2,4.0,0.5,3.5
TranZHalo,TranZHalo is a transportation software company.,2015,,,,,Cybersecurity|Transportation|Fleet Management,Atlanta,Georgia,United States,"""Cybersecurity Solutions for Transportation and Trucking Industry""",https://www.tranzhalo.com/,https://www.linkedin.com/company/tranzhalo/,https://www.crunchbase.com/organization/tranzhalo,https://www.tranzhalo.com/,2025-07-23 19:59:56.716978,1.2,15.0,3.8,10,unknown,0.85,3.5,3.0,0.5,3.7
Snorkel AI,Snorkel AI is an AI platform that accelerates data labeling by using machine learning for faster model training.,2019,142625000.0,series_d,Alex Ratner|Alexander Ratner|Braden Hancock|Chris Re|Henry Ehrenberg|Manas Joglekar,Blackrock|Accel|Lightspeed Venture Partners|Sv Angel|Bny,AI|Machine Learning|Data Labeling,unknown,unknown,United States,"""AI-Driven Data Labeling Solutions for Machine Learning""",https://www.snorkel.ai/,https://unknown,https://www.crunchbase.com/organization/snorkel-ai,https://techcrunch.com/2021/04/07/snorkel-ai-scores-35m-series-b-to-automate-data-labeling-in-machine-learning-apps/,2025-07-23 20:00:11.553706,1.5,25.0,4.5,15,growth,0.85,4.8,4.2,0.5,4.5
Baseten,"Baseten is an AI infrastructure company that integrates machine learning into business operations, production, and processes.",2019,77500000.0,series_c,Amir Haghighat|Pankaj Gupta|Philip Howes|Tuhin Srivastava,South Park Commons|Ivp|Conviction Partners|Caffeinated Capital|01 Advisors,AI|Machine Learning,San Francisco,California,United States,"""Machine Learning Integration for Business Operations""",https://www.baseten.co,https://www.linkedin.com/company/baseten,https://www.crunchbase.com/organization/baseten,https://techcrunch.com/2022/04/26/baseten-nabs-20m-to-make-it-easier-to-build-machine-learning-based-applications/,2025-07-23 20:00:20.759883,1.5,25.0,4.5,15,growth,0.85,4.8,4.2,0.8,4.5
Gretel,Gretel is a multimodal synthetic data platform that leverages advanced generative AI and privacy-enhancing technologies.,2019,39849998.0,series_b,Alex Watson|Alexander Watson|Ali Golshan|John Myers|Laszlo Bock,S32|Village Capital|Greylock|Anthos Capital|Moonshots Capital,Data Privacy|Machine Learning,San Francisco,California,United States,"""AI-Driven Data Anonymization Solutions for Developers""",https://gretel.ai/,https://www.linkedin.com/company/gretelai,https://www.crunchbase.com/organization/gretel-ai,https://techcrunch.com/2020/11/16/gretel-announces-12m-series-a-to-make-it-easier-to-anonymize-data/,2025-07-23 20:00:32.463219,0.5,30.0,3.8,10,growth,0.85,3.5,3.0,0.3,3.5
Reduct,Reduct is an AI-powered cloud video platform that aims to allow for richer human communication.,2018,4000000.0,seed,Prabhas Pokharel|Robert Ochshorn,Pear Vc|South Park Commons|Greylock|Dylan Field|Oleg Rogynskyy,AI|NLP|Video Editing,,,United States,"""AI-Driven Video Editing and Transcription Solutions""",https://reduct.video,https://www.linkedin.com/company/reductvideo,https://www.crunchbase.com/organization/reduct,https://techcrunch.com/2021/02/11/reduct-video-funding/,2025-07-23 20:00:42.976719,1.2,20.0,3.8,15,growth,0.85,4.0,3.5,0.8,3.5
Predibase,"Predibase is an AI company that develops training, fine-tuning, and serving open-source machine learning.",2021,28450000.0,series_a,Piero Molino|Devvret Rishi|Travis Addair,Felicis|Greylock|Sancus Ventures|Factory|Varun Badhwar,AI|Machine Learning|Low-Code,,,United States,"""Low-Code Machine Learning Development Platform""",https://predibase.com,https://www.linkedin.com/company/predibase,https://www.crunchbase.com/organization/predibase,https://techcrunch.com/2022/05/10/predibase-exits-stealth-with-a-low-code-platform-for-building-ai-models/,2025-07-23 20:01:14.009713,2.3,35.0,4.0,15,early,0.85,4.2,3.8,1.0,3.8
Luminous Computing,Luminous Computing develops photonics chips to handle workloads required by the artificial intelligence industry.,2018,115000000.0,series_a,Marcus Gomez|Michael Gao|Mitchell Nahmias,Alumni Ventures|Boxgroup|Neo|Class 5 Global|Gigafund,AI|Computing,,,United States,"""AI-Driven High-Performance Computing Solutions""",https://www.luminous.com/,https://www.linkedin.com/company/luminous-computing,https://www.crunchbase.com/organization/luminous-computing,https://medium.com/@luminouscomputing?source=read_next_recirc---------2---------------------c6b7a071_3daa_4a83_bf60_497e428d9a1a-------,2025-07-23 20:01:28.377405,8.5,20.0,4.0,20,growth,0.85,4.2,3.8,1.5,3.8
Cynthia.io,Cynthia.io delivers custom Artificial Intelligence solutions.,2021,10000000.0,seed,,,AI|Machine Learning|Natural Language Processing,Los Angeles,California,United States,"""AI-Driven Business Intelligence and Cognitive Search Solutions""",https://cynthia.io/,https://www.linkedin.com/company/cynthia-io/,https://www.crunchbase.com/organization/cynthia-io,https://www.prnewswire.com/news-releases/cynthiaio-launches-on-demand-ai-platform-to-help-business-applications-deliver-customer-value--announces-completion-of-seed-round-funding-301590501.html,2025-07-23 20:01:44.483924,7.0,26.3,4.5,40,growth,0.85,4.3,3.8,1.5,4.2
Tonsai,"Tonsai is a trading and manufacturing company that embroider, sell & print textiles, polo shirts, t-shirts, elegant shirts & jackets.",2020,,,,,AI|Machine Learning,,,United States,"""Automated Machine Learning Model Development Platform""",https://www.tonsai.ch,https://www.linkedin.com/company/tonsai-ag,https://www.crunchbase.com/organization/tonsai,https://www.tons.ai/,2025-07-23 20:01:54.593467,10.5,20.0,4.5,30,growth,0.85,4.8,4.2,1.5,4.5
Neo Cybernetica,Neo Cybernetica develops cybernetics technology to improve the capability of artificially intelligent systems.,2021,30000000.0,seed,Jeremy Achin|Dmytro Zahanych,New Enterprise Associates|Cortical Ventures|B5 Capital|Open Field Capital|West Coast Equity Partners,AI|Deep Tech|Cybernetics,Boston,Massachusetts,United States,"""Advanced Cybernetics and AI-Driven Robotics Solutions""",https://www.neocybernetica.com,https://www.linkedin.com/company/neo-cybernetica,https://www.crunchbase.com/organization/neo-cybernetica,https://www.prnewswire.com/news-releases/neo-cybernetica-secures-30m-seed-round-led-by-nea-301478585.html,2025-07-23 20:02:12.740949,12.0,14.0,4.0,30,mature,0.85,4.2,3.8,1.8,3.8
Wormhole Labs,"Wormhole allows people and businesses to teleport to each other to interact, socialize, play, and shop anywhere in the world.",2013,8525000.0,seed,Curtis Hutten,West Coast Capital|Byzantine Partners,AI|Confidential Computing,,,United States,"""Confidential Computing Solutions for AI Applications""",https://www.wormholelabs.com/,https://www.linkedin.com/company/tapthere/,https://www.crunchbase.com/organization/wormhole-labs,https://wormholelabs.com/,2025-07-23 20:02:26.066035,0.5,25.0,3.0,8,growth,0.85,3.5,3.0,0.2,3.5
Imbue,Imbue is a research lab that trains foundational models to develop AI agents.,2021,126000000.0,series_b,Kanjun Qiu|Josh Albrecht,Y Combinator|Nvidia|South Park Commons|Amazon Alexa Fund|Arash Ferdowsi,AI|Machine Learning,,,United States,"""General AI Research for Complex Environment Understanding""",https://imbue.com,https://www.linkedin.com/company/imbue-ai,https://www.crunchbase.com/organization/generally-intelligent,https://www.unite.ai/generally-intelligent-exits-stealth-mode-scores-support-from-big-names/,2025-07-23 20:02:47.457910,3.5,26.0,4.0,15,growth,0.85,4.3,3.8,1.2,4.1
LightSpeedAI Labs,LightSpeedAI Labs is a computer hardware company.,2019,,seed,Rohin Y|PV Ramana,Yournest Venture Capital|Growx Ventures|Semiconductor Fabless Accelerator Lab,AI|Optoelectronics|HPC,,,United States,"""Optoelectronic Processors for AI and HPC Applications""",http://www.lightspeedai.com/,https://www.linkedin.com/company/lightspeedai,https://www.crunchbase.com/organization/lightspeedai-labs,https://lightspeedai-labs.kickoffpages.com/,2025-07-23 20:02:58.498495,0.8,20.0,3.8,10,growth,0.85,3.5,3.8,0.5,3.7
Abacus.AI,Abacus.AI is the world's first AI-assisted data science and end-to-end MLOps platform,2019,51625000.0,series_c,Siddartha Naidu|Bindu Reddy|Arvind Sundararajan,Khosla Ventures|Index Ventures|Coatue|Tiger Global Management|Decibel Partners,Deep Learning|AI Services|Generative Adversarial Networks,San Francisco,California,United States,"""Cloud-Based Deep Learning AI Model Development Services""",https://abacus.ai/,https://www.linkedin.com/company/abacus-ai,https://www.crunchbase.com/organization/realityengines,https://www.zdnet.com/article/ai-startup-abacus-goes-live-with-commercial-deep-learning-service-takes-13m-series-a-financing/,2025-07-23 20:03:11.148788,15.5,34.6,4.5,50,unknown,0.85,4.8,4.2,4.5,4.5
Cleverly,"Cleverly is an AI-based customer service platform that offers agent assistance, automated workflows, and knowledge management services.",2016,2500000.0,seed,Jane Doe|John Smith|Cristina Fonseca|Pedro Coelho,,AI|Customer Engagement|Automation,San Francisco,California,United States,"""AI-Driven Customer Engagement Automation Solutions""",https://cleverly.ai,https://www.linkedin.com/company/cleverly,https://www.crunchbase.com/organization/cleverly,https://www.businessinsider.com/here-are-the-minority-founded-startups-backed-by-softbank-2020-11,2025-07-23 20:03:27.057556,1.2,20.0,3.8,15,growth,0.85,3.5,2.8,0.5,3.7
Neural Magic,Neural Magic provides AI inference solutions for deploying open-source LLMs.,2018,50000000.0,series_a,Nir Shavit|Alex Matveev,Andreessen Horowitz|New Enterprise Associates|Ridgeline|Pillar Vc|Amdocs,AI|Deep Learning,Cambridge,Massachusetts,United States,"""Cost-Effective Deep Learning Deployment Solutions""",http://neuralmagic.com,https://www.linkedin.com/company/neural-magic/,https://www.crunchbase.com/organization/neuralmagic,https://www.technologyreview.com/2020/06/18/1003989/ai-deep-learning-startup-neural-magic-uses-cpu-not-gpu,2025-07-23 20:03:40.883187,3.2,35.0,4.0,15,early,0.85,4.2,3.8,0.8,3.8
Lightmatter,Lightmatter develops photonic chips that enable data processing and communication using light instead of electricity.,2017,822000000.0,series_d,Nicholas Harris|Darius Bunandar|Thomas Graham,Hewlett Packard Enterprise|Spark Capital|Bossa Invest|Fidelity|Matrix,AI|Machine Learning|Photonics,Boston,Massachusetts,United States,"""Optical Computing for Machine Learning Acceleration""",https://lightmatter.co,https://www.linkedin.com/company/lightmatter,https://www.crunchbase.com/organization/lightmatter-inc,https://venturebeat.com/ai/photonics-startup-lightmatter-details-p1-its-ai-optical-accelerator-chip/,2025-07-23 20:03:53.192705,0.05,30.0,3.5,10,growth,0.85,3.8,3.2,0.15,3.7
Diffbot,Diffbot is an AI startup that provides knowledge as a service to power intelligent applications.,2010,13000000.0,series_a,Mike Tung|Michael Tung,Felicis|Tencent|Bloomberg Beta|Amplify Partners|Matrix,AI|Natural Language Processing,Stanford,California,United States,"""AI-Driven Web Data Extraction Solutions""",http://www.diffbot.com,https://www.linkedin.com/company/diffbot,https://www.crunchbase.com/organization/diffbot,https://www.technologyreview.com/2020/09/04/1008156/knowledge-graph-ai-reads-web-machine-learning-natural-language-processing,2025-07-23 20:04:17.078826,0.5,20.0,4.0,10,growth,0.85,4.2,4.0,0.1,3.5
KUDO,Cloud-based Collaboration in Multiple Languages.,2020,27000000.0,series_a,Annabelle Gazzo|Ewandro Magalhaes|Fardad Zabetian|Parham Akhavan,Felicis|Fj Labs|Bossa Invest|Maverick Ventures|Global Founders Capital,Power Electronics|Prototyping|IoT,,,United States,"""Power Electronics and Prototyping Services for Businesses""",https://www.kudoway.com,https://www.linkedin.com/company/kudo-inc/,https://www.crunchbase.com/organization/kudo-c900,https://kuduq.com/,2025-07-23 20:04:29.588370,8.2,11.0,4.0,30,mature,0.85,4.3,3.8,1.5,3.8
Urban Elevator Service,"Urban Elevator Service is a privately owned, union, independent elevator service contracting firm.",1985,,,,,,Miami,Florida,United States,"""Elevator Installation and Maintenance Services""",https://urbanelevator.com/,https://www.linkedin.com/company/urban-elevator-service-inc-,https://www.crunchbase.com/organization/urban-elevator-service,https://urbanelevator.com/,2025-07-23 20:04:40.860408,3.2,6.5,3.8,40,mature,0.85,3.9,3.2,0.5,3.5
